id;NameAr;nameEn;cityId;neCoordinates;swCoordinates;;
1394;الطف;at tif;454; '26.49753585;50.03524338';; 
1395;الخصاب;al khisab;454; '26.49834149;50.04053807';; 
1396;الغدير;al ghadir;454; '26.49854122;50.05526536';; 
1397;النقى;an naqa;454; '26.49037690;50.03396528';; 
1398;المنتزة;al muntazah;454; '26.49615405;50.05390725';; 
1399;الكوثر;al kawthar;454; '26.48932026;50.06727039';; 
1400;النسيم;an nasim;454; '26.51356934;50.05019275';; 
1401;الخليج;al khalij;454; '26.47559873;50.03824558';; 
1402;الزهور;az zuhur;454; '26.47381359;50.04660889';; 
1403;النور;an nur;454; '26.48923864;50.04594018';; 
1404;المحمدية;al muhammadiyah;13; '26.47085994;50.06513670';; 
1405;العزيزية;al aziziyah;13; '26.46365619;50.08159192';; 
1406;غرب النابية;gharb an nabiyah;454; '26.49150250;50.00903469';; 
1407;الواحة;al wahah;13; '26.38811730;50.10494690';; 
1408;البساتين;al basatin;13; '26.41393861;50.13160915';; 
1409;الاسكان;al iskan;13; '26.41856255;50.12723553';; 
1410;القشلة;al qashlah;227; '26.37656965;50.17900138';; 
1411;الصدفة;as sadafah;13; '26.38519390;50.24121951';; 
1412;البحر;al bahar;31; '26.36646986;50.23447185';; 
1413;مدينة الملك فيصل الجامعية;king faysal university;13; '26.41174760;50.22288065';; 
1414;الحسام;al hussam;13; '26.41153133;50.18147811';; 
1415;ميناء الملك عبدالعزيز;king abdul aziz seaport;13; '26.52491980;50.22014406';; 
1416;النسيم;an nasim;13; '26.50390805;50.19345918';; 
1417;الخالدية الجنوبية;al khalidiyah al janubiyah;13; '26.41956467;50.17516698';; 
1418;الشعلة;ash shulah;13; '26.37048910;50.10860342';; 
1419;هجر;hajr;227; '26.37497639;50.12988848';; 
1420;غرب الظهران;gharb adh dhahran;227; '26.34018503;50.15405147';; 
1421;جامعة الملك فهد للبترول والمعادن;kfupm;227; '26.32085581;50.16558610';; 
1422;الأنوار;al anwar;13; '26.38403965;50.03070843';; 
1423;الأمل;al amal;13; '26.35440711;50.03395065';; 
1424;الشرق;ash sharq;13; '26.36980194;49.97332581';; 
1425;الهضبة;al hadabah;13; '26.36238951;49.95750096';; 
1426;المطار;al matar;13; '26.41170209;49.95620777';; 
1427;الأمانة;al amanah;13; '26.39442957;49.97854994';; 
1428;الفرسان;al fursan;13; '26.37595759;49.97261682';; 
1429;الكورنيش;al kurnaish;31; '26.34005295;50.22951082';; 
1430;صناعية الفوازية;sinaiyah al foaziah;31; '26.25066880;50.21597177';; 
1431;الساحل;as sahil;31; '26.27850352;50.22106964';; 
1432;الخور;al khawr;31; '26.23581349;50.22116548';; 
1433;اشبيليا;ishbiliya;31; '26.21942905;50.22122458';; 
1434;البحيرة;al buhayrah;31; '26.20089556;50.19230836';; 
1435;الشراع;ash sheraa;31; '26.17633935;50.16330284';; 
1436;الكوثر;al kawthar;31; '26.15863868;50.13297040';; 
1437;الرجاء;ar raja;31; '26.17903542;50.13694594';; 
1438;الصواري;as sawari;31; '26.19901329;50.16646034';; 
1439;العقيق;al aqiq;31; '26.11017167;50.15775932';; 
1440;المها;al maha;31; '26.19961402;50.14119764';; 
1441;الامواج;al amwaj;31; '26.15549338;50.16252992';; 
1442;اللؤلؤ;al lulu;31; '26.13309847;50.15886972';; 
1443;المرجان;al murjan;31; '26.13919068;50.13010731';; 
1444;السفن;as sufun;31; '26.17963536;50.17777501';; 
1445;التلال;at talal;2167; '26.56415026;49.94895229';; 
1446;النهضة;an nahdah;2167; '26.55438087;49.91378086';; 
1447;الروابي;ar rawabi;2167; '26.56657556;49.89712334';; 
1448;الاوجام;al aujam;2167; '26.57648655;49.95611747';; 
1449;البديع;al badia;67; '26.55902807;49.95935107';; 
1450;الفيحاء;al faiha;2167; '26.59477647;49.93611286';; 
1451;الريحان;ar raihan;2167; '26.51634925;49.94571268';; 
1452;المها;al maha;13; '26.50648755;49.94811183';; 
1453;العقيق;al aqiq;2171; '26.53309584;50.02942697';; 
1454;منطقة المستودعات;warehouse area;67; '26.55022158;50.02804073';; 
1455;البدر;al badr;2171; '26.51416632;50.03602589';; 
1456;البستان;al bustan;2171; '26.51950087;50.03568969';; 
1457;المحار;al mahar;2171; '26.53157651;50.03420354';; 
1458;عنك;anak;2171; '26.52943038;50.03072506';; 
1459;الانوار;al anwar;2171; '26.53206365;50.01784724';; 
1460;الملاحة;al mallahah;2171; '26.51895450;50.01007951';; 
1461;المجيدية;al majidiyah;67; '26.55304270;50.03246444';; 
1462;ام الحمام;umm al hamam;2171; '26.52744104;50.00079071';; 
1463;الجش;al jish;2171; '26.52151341;49.99555224';; 
1464;الاندلس;al andalus;456; '26.56068044;50.08678417';; 
1465;دارين;darin;456; '26.54841320;50.08091007';; 
1466;الشاطئ;ash shati;67; '26.56905623;50.05439858';; 
1467;الفتح;al fath;67; '26.57362674;50.05277629';; 
1468;الزمرد;az zomorod;456; '26.57016036;50.07004496';; 
1469;الواحة;al wahah;67; '26.58086357;50.03215812';; 
1470;المروج;al muruj;67; '26.59072637;50.05172848';; 
1471;الصدفة;as sadafah;456; '26.57027523;50.08365038';; 
1472;المناخ;al manakh;456; '26.57566572;50.07215057';; 
1473;الصناعية;as sinaiyah;67; '26.59008154;50.04611973';; 
1474;النرجس;an narjis;456; '26.59386127;50.08113236';; 
1475;الربيعية;ar rabeiyah;456; '26.57668710;50.08471864';; 
1476;النخيل;an nakhil;456; '26.57973182;50.06783295';; 
1477;اللؤلؤ;al lulu;456; '26.58279323;50.06043922';; 
1478;الروضة;ar rawdah;67; '26.58234525;50.05306458';; 
1479;الجامعيين;al jamiyin;456; '26.59783441;50.06366124';; 
1480;سنابس;sanabis;456; '26.58738127;50.08799304';; 
1481;الورود;al wurud;67; '26.58559222;50.03099770';; 
1482;الديرة;ad dirah;456; '26.57296351;50.06760587';; 
1483;الزور;az zour;456; '26.59605498;50.07955985';; 
1484;الرضا;ar rida;67; '26.57164448;50.03789799';; 
1485;اليمامة;al yamamah;456; '26.57780590;50.07728478';; 
1486;الصواري;as sawari;456; '26.57820355;50.08947077';; 
1487;الجوهرة;al jawharah;456; '26.58628019;50.08395826';; 
1488;الجبل;al jabal;456; '26.57619771;50.06569964';; 
1489;الجارودية;al jarudiyah;67; '26.54738950;49.99482649';; 
1490;الاسكان;al iskan;2171; '26.52548875;49.98347284';; 
1491;حلة محيش;halat mahish;67; '26.54175745;50.00313608';; 
1492;الياقوت;al yaqut;67; '26.54571797;49.98624440';; 
1493;البديعة;al badiah;67; '26.54351597;49.97989407';; 
1494;الراية;ar rayah;2171; '26.52586292;49.98754942';; 
1495;الدبابية;ad dababiyyah;67; '26.55448814;50.00499219';; 
1496;الخامسة;al khamisah;67; '26.56070850;50.02250847';; 
1497;ام الجزم;umm al jazm;67; '26.55313006;50.00156796';; 
1498;بديعة البصري;badiah al basri;67; '26.56074601;50.01072038';; 
1499;المشتل;al mashtal;67; '26.57540570;49.98338075';; 
1500;الزمرد;az zomorod;67; '26.55080239;50.00381891';; 
1501;الناصرة;an nasirah;67; '26.58396757;50.02391204';; 
1502;البحاري;al bahari;67; '26.57200771;49.99854874';; 
1503;مياس;mayyas;67; '26.55737061;50.00488893';; 
1504;الجواهر;al jawahir;67; '26.58997220;50.01059841';; 
1505;الخزامى;al khuzama;67; '26.57014089;50.02422122';; 
1506;التوبي;at tawbi;67; '26.55861911;49.99971840';; 
1507;الجراري;al jarrari;67; '26.55905691;50.00451755';; 
1508;الشهباء;ash shahba;67; '26.56505979;49.99854413';; 
1509;القديح;al qadih;67; '26.57569113;49.99241360';; 
1510;المدارس;al madaris;67; '26.55737284;50.00203231';; 
1511;الشماسيه;ash shamasiyyah;67; '26.56256503;50.00693474';; 
1512;باب الساب;bab as sab;67; '26.56730002;50.00442296';; 
1513;الجميمة;al jamiymah;67; '26.59063124;49.98338691';; 
1514;المسعودية;al masudiyah;67; '26.55103038;50.00816146';; 
1515;الخويلدية;al khuwaildiyah;67; '26.55367238;49.99442180';; 
1516;العوامية;al awamiyah;67; '26.59528234;49.98707535';; 
1517;الدويج;ad doij;67; '26.55541980;50.00215227';; 
1518;الرابعة;ar rabiah;67; '26.56592511;50.01418799';; 
1519;البستان;al bustan;67; '26.56288757;50.00445012';; 
1520;الجزيرة;al jazirah;67; '26.55594760;50.01647035';; 
1521;الشريعة;ash shariah;67; '26.55820027;50.00744866';; 
1522;الوسادة;al wasadah;67; '26.56578519;50.00184589';; 
1523;القلعة;al qalah;67; '26.56229635;50.01045756';; 
1524;البوادي;al bawadi;67; '26.59419895;49.97431701';; 
1525;الحسين;al husain;67; '26.58322468;50.00425167';; 
1526;المدني;al madani;67; '26.56097749;50.00238433';; 
1527;الثريا;ath thuraiya;67; '26.60775809;49.98796372';; 
1528;الريف;ar rif;67; '26.60804560;49.98180661';; 
1529;باب الشمال;bab madinah ash shamal;67; '26.56121241;50.00447037';; 
1530;البحر;al bahr;67; '26.56843231;50.01246688';; 
1531;الشويكة;ash shweikah;67; '26.55096793;50.01346695';; 
1532;الوديعه;al wadiah;67; '26.55536834;50.01240388';; 
1533;الكويكب;kuwaikib;67; '26.55502627;50.00952581';; 
1534;النرجس;an narjis;67; '26.59521265;49.99730595';; 
1535;الزهراء;az zahra;67; '26.62793550;50.02169259';; 
1536;الزارة;az zarah;67; '26.58550465;49.99789841';; 
1537;الرمال;ar rimal;2171; '26.50451713;49.99123044';; 
1538;الصناعية;industrial;454; '26.47336425;50.02089439';; 
1539;الدريدي;ad duraydi;2167; '26.66102109;49.90217493';; 
1540;المروة;al marwah;2167; '26.65530562;49.96560366';; 
1541;الرويحة;ar ruwaihah;2167; '26.65414638;49.82908022';; 
1542;الرحاب;ar rihab;2167; '26.67429426;49.92753436';; 
1543;ابو معن;abu main;2167; '26.67284616;49.82024583';; 
1544;الربوة;ar rabwah;2167; '26.66030431;49.96378315';; 
1545;المصيف;al masif;2167; '26.66412275;49.84775014';; 
1546;البدور;al budur;2167; '26.66806518;49.95339218';; 
1547;العروبة;al urubah;2167; '26.65667848;49.95525676';; 
1548;الصفاء;as safaa;2167; '26.64478284;49.96532730';; 
1549;الخترشية;al khatrashiyah;2167; '26.62472345;49.93086614';; 
1550;ام الساهك;umm as sahik;2167; '26.65575168;49.91800900';; 
1551;العمل;al amal;2167; '26.64341795;49.96792314';; 
1552;الحزم;al hazm;2167; '26.64858023;49.92446844';; 
1553;حزم;hazm;2167; '26.65717657;49.96103136';; 
1554;المنار;al manar;2167; '26.66660102;49.95438103';; 
1555;الشورى;ash shura;2167; '26.66493010;50.00979679';; 
1556;الندى;an nada;13; '26.38820826;50.09354196';; 
1558;البصرة;al basrah;24; '25.95177638;45.36767311';; 
1559;الروضة;ar rawdah;24; '25.95634571;45.35709528';; 
1560;الرفيعة;ar rafiah;24; '25.93210878;45.33750119';; 
1561;المرقب;al marqab;24; '25.91555455;45.34595061';; 
1562;اليرموك;al yarmuk;24; '25.92488027;45.36716997';; 
1563;الفيحاء;al faiha;24; '25.91346993;45.35964427';; 
1564;الملك فهد;king fahd;24; '25.91026096;45.35368925';; 
1565;الامير سلمان;al amir salman;24; '25.89835875;45.37193738';; 
1566;الملك عبدالعزيز;king abdul aziz;24; '25.91569559;45.37286834';; 
1567;الاندلس;al andalus;24; '25.92964831;45.38168400';; 
1568;المطار;airport;24; '25.92505104;45.39072834';; 
1569;الملك عبدالله;king abdullah;24; '25.92030093;45.40078621';; 
1572;الجامعيين;al jamiyin;24; '25.91113815;45.38195657';; 
1573;المروج;al muruj;24; '25.90212942;45.37180726';; 
1574;الصواير;as sawaer;1514; '19.93692815;42.68126977';; 
1575;الرمال;ar rimal;1514; '19.89889996;42.67989042';; 
1576;الاندلس;al andalus;1514; '19.89927984;42.64634828';; 
1577;الخزان;al khazzan;1514; '20.09243694;42.72016670';; 
1578;الربوة;al rabwah;1514; '20.08826082;42.68403347';; 
1579;الفيحاء;al faiha;1514; '20.15246935;42.68308611';; 
1580;الخزامى;al khuzama;1514; '20.02722874;42.63307630';; 
1581;الفهد;al fahd;1514; '20.00993452;42.61870211';; 
1582;الفيصلية;al faisaliyah;1514; '20.04638197;42.59044527';; 
1583;النخيل;an nakhil;1514; '20.04817544;42.62057744';; 
1584;الورود;alwurud;1514; '20.10559427;42.70527314';; 
1585;التضامن;al tdhamun;1514; '20.07520448;42.58354206';; 
1586;النهضة;an nahdah;1514; '20.17403887;42.66265746';; 
1587;الريان;ar rayyan;1514; '20.03001620;42.71830845';; 
1588;الربيع;ar rabi;1514; '20.01206121;42.71488617';; 
1589;الروضة;ar rawdah;1514; '20.10537674;42.67105341';; 
1590;الزهور;az zuhur;1514; '20.12079147;42.68884098';; 
1591;البوادي;al bawadi;1514; '20.02971093;42.56980897';; 
1592;الملك عبدالله;king abdullah;1514; '19.99702077;42.60849607';; 
1593;المطار;airport dist;1514; '20.01918148;42.65662269';; 
1594;الصفا;as safa;1514; '20.03427929;42.67968177';; 
1595;النسيم;an nasim;1514; '20.04606287;42.65915004';; 
1596;النزهة;an nuzha;1514; '19.91547070;42.61720134';; 
1597;الصناعية;as sinaiyah;1514; '19.89970813;42.63099013';; 
1598;الشفاء;ash shifa;1514; '19.94860256;42.64601642';; 
1599;الوادي;al wadi;1514; '19.91136538;42.58890932';; 
1600;الامير سلطان ;al amir sultan;1514; '19.95494200;42.61175328';; 
1601;المروج;al muruj;1514; '20.00764953;42.59218024';; 
1602;مشرفة;mishrifah;669; '24.48270051;44.37155952';; 
1603;النزهة;an nuzaha;669; '24.55364572;44.46449788';; 
1604;حطين;hatin;669; '24.55191963;44.43828359';; 
1605;الملك فهد;king fahd;669; '24.54435452;44.43163292';; 
1606;الحرمين;al harmin;669; '24.52365632;44.41991343';; 
1607;السلام;as salam;669; '24.51814968;44.40598334';; 
1608;الخليج;al khalij;669; '24.49578483;44.37695625';; 
1609;الديرة;ad dirah;669; '24.50234549;44.39152475';; 
1610;الروضة;ar rawdah;669; '24.49910870;44.37527780';; 
1611;الفيصلية;al faysaliyyah;669; '24.50833181;44.38751619';; 
1612;بدر;badr;669; '24.53842264;44.42298966';; 
1613;الربوة;ar rabwah;669; '24.58321126;44.49767074';; 
1614;النهضة;an nahdah;669; '24.52647697;44.42913265';; 
1615;القدس;al quds;669; '24.51584186;44.41386582';; 
1616;الصناعية;as sanaiyyah;669; '24.51892003;44.37316379';; 
1617;الخالدية;al khalidiyah;669; '24.52783171;44.40219105';; 
1618;العزيزية;al aziziyah;669; '24.53327817;44.42510179';; 
1619;الريان;ar rayan;669; '24.57072106;44.46482887';; 
1620;السنبلة;as sunbulah;669; '24.50501646;44.36769541';; 
1621;الدرع;ad dar;669; '24.54105565;44.44185577';; 
1622;منطقة الاستراحات;mantiqat al istirahat;669; '24.51690999;44.44137103';; 
1623;مصده;musaddah;669; '24.54488629;44.29006036';; 
1624;الزهور;az zuhur;2590; '26.71181430;50.05324781';; 
1625;النعيم;an naim;2590; '26.72375675;50.04665462';; 
1626;قرطبة;qurtubah;2590; '26.71765547;50.05025775';; 
1627;المنتزة;al montazah;2590; '26.70591814;50.05682064';; 
1628;الاندلس;al andalus;2590; '26.70624581;50.07651814';; 
1629;الصناعية;as sinaiyah;2590; '26.70153555;50.06891790';; 
1630;الفيحاء;al faihaa;2590; '26.71728536;50.06927240';; 
1631;الدانة;ad danah;2590; '26.71067600;50.06844564';; 
1632;الروضة;ar rawdah;2590; '26.71329224;50.07800718';; 
1633;المنطقة الحرة;bonded zone;3666; '22.54487823;39.15646687';; 
1634;المنطقة الصناعية مرحلة الاولى;industrial area phase 1;3666; '22.51664638;39.12794142';; 
1635;البيلسان;baylasun;3666; '22.42769367;39.09666941';; 
1636;منطقة محطة القطار;train station area;3666; '22.43590096;39.19615001';; 
1637;ميناء;sea port;3666; '22.54491431;39.13285245';; 
1638;ازميرالدا;esmeralda;3666; '22.46025235;39.10895936';; 
1639;منطقة المرافق;utilities zone;3666; '22.56801950;39.12713710';; 
1640;السلام;as salam;2464; '28.39939489;48.46499099';; 
1641;الجوهرة;al jawharah;2464; '28.43323615;48.49623574';; 
1642;التعاون;at taawun;2464; '28.41594735;48.49731993';; 
1643;الفيصلية;al faisaliyyah;2464; '28.49065747;48.50026307';; 
1644;الشاطئ;ash shati;2464; '28.48013804;48.50416605';; 
1645;الروضة;ar rawdah;2464; '28.40449202;48.47097262';; 
1646;الفيحاء;al faihaa;2464; '28.46498596;48.48796121';; 
1647;الخزامى;al khuzama;2464; '28.46088923;48.48942880';; 
1648;الياسمين;al yasmin;2464; '28.45466687;48.49230323';; 
1649;العزيزية;al aziziah;2464; '28.46494299;48.49988780';; 
1650;الدوائر الحكومية;goverment departments;2464; '28.46263302;48.50436809';; 
1651;المحمدية;al muhammadiyah;2464; '28.43286698;48.50828168';; 
1652;المنطقة الصناعية الاولى;industrial erea no.1;2464; '28.42004057;48.51701694';; 
1653;المنطقة الصناعية الثانية;industrial erea no 2;2464; '28.40378620;48.50937616';; 
1654;الحمراء;al hamra;2464; '28.42007565;48.48743671';; 
1655;اللؤلؤة;al luluah;2464; '28.42055584;48.49645184';; 
1656;الريان;ar rayyan;2464; '28.44566595;48.49512503';; 
1657;اليرموك;al yarmuk;2464; '28.41938817;48.46902185';; 
1658;الخالدية;al khaldiyah;2464; '28.42581596;48.47618524';; 
1659;الامل;al amal;2464; '28.40748615;48.46665313';; 
1660;الملك فهد;king fahd;2464; '28.41729263;48.48586099';; 
1661;الامير نايف;al amir naif;2464; '28.40551330;48.47915046';; 
1662;الزهور;az zuhur;2464; '28.43526105;48.48015513';; 
1663;الامير فهد بن سلمان;al amir fahd ibn salman;2464; '28.43381989;48.48742323';; 
1664;النهضة;al nahdah;2464; '28.41264380;48.49213685';; 
1665;ارامكو;aramco;2464; '28.43404611;48.53009368';; 
1666;النزهة;an nuzhah;2464; '28.47944883;48.48619430';; 
1667;المروج;al muruj;2464; '28.49201443;48.48495100';; 
1668;الريان;ar rayyan;3479; '17.16050637;42.68107186';; 
1669;الحسيني;al hussaini;3479; '17.15622691;42.69000296';; 
1670;الفلاح;al falah;3479; '17.16082035;42.62295211';; 
1671;حلة الأحوس;hullat al ahwass;3479; '17.16227393;42.70309174';; 
1672;جخيرة;jukhairah;3479; '17.17180425;42.72611687';; 
1673;العزيزية;al aziziyah;3479; '17.15834463;42.62707019';; 
1674;النزهة;an nuzhah;3479; '17.16297624;42.66125521';; 
1675;الواحة;al wahah;3479; '17.14917433;42.62955875';; 
1676;النخيل;an nakhil;3479; '17.14184425;42.64646735';; 
1677;السعادة;as saadah;3479; '17.15125530;42.64573542';; 
1678;المجد;al majd;3479; '17.16284512;42.65514144';; 
1679;الحشيبرية;al hushaibriyah;3479; '17.17211715;42.59424023';; 
1680;الملك فهد;king fahd;3479; '17.16175695;42.64691205';; 
1681;الروضة;ar rawdah;3479; '17.15276131;42.63135540';; 
1682;الصفاء;as safa;3479; '17.16222983;42.66631812';; 
1683;الفردوس;al fardus;3479; '17.17748088;42.66923582';; 
1684;النهضة;an nahdah;3479; '17.17774379;42.66030159';; 
1685;الرحاب;ar rihab;3479; '17.17512450;42.64743549';; 
1686;الربيع;ar rabii;3479; '17.17465327;42.62605543';; 
1687;الفيصلية;alfaisaliyah;3479; '17.17465594;42.63737705';; 
1688;المروج;al muruj;3479; '17.14886678;42.64634213';; 
1689;الخالدية;al khaldiyah;3479; '17.14916902;42.62258092';; 
1690;الرونة;ar rawnah;3479; '17.13312552;42.59331086';; 
1691;الغراء;al gharraa;3479; '17.10490901;42.62491600';; 
1692;العريش;al arish;3479; '17.14549691;42.72783227';; 
1693;بوتيشة;butishah;3479; '17.14017104;42.71098690';; 
1694;المعترض;al muutarid;3479; '17.13564016;42.69637825';; 
1695;الظبية;al dhabyah;3479; '17.12392991;42.68036246';; 
1696;الباحر;al bahir;3479; '17.12750903;42.60403206';; 
1697;حصيدة;husaydah;2226; '31.33325258;37.39797494';; 
1698;العليا;al ulaya;2226; '31.33390884;37.33548884';; 
1699;الملك فهد;king fahad;2226; '31.33852274;37.32214192';; 
1700;الفيصلية;al faisaliyah;2226; '31.35300090;37.34278562';; 
1701;الغزالي;al ghzali;2226; '31.33959783;37.33366647';; 
1702;الصناعية;as sinaiyah;2226; '31.34922187;37.37468203';; 
1703;الخالدية;al khaldiyah;2226; '31.34390344;37.34710938';; 
1704;السديرية;as sadiriyyah;2226; '31.33548043;37.34366312';; 
1705;الدفاع;ad difa;2226; '31.31180506;37.35312030';; 
1706;التحلية;at tahliyyah;2226; '31.31939567;37.34435937';; 
1707;النسيم;an nasim;2226; '31.31723208;37.35826921';; 
1708;الشفا;ash shifa;2226; '31.32440033;37.35025661';; 
1709;المطار;al matar;2226; '31.32744363;37.34249446';; 
1710;الحميدية;al hamidiyyah;2226; '31.34007543;37.36126507';; 
1711;المروج;al muruj;2226; '31.32248287;37.39832428';; 
1712;النخيل;an nakhil;2448; '25.85870516;44.22808614';; 
1713;الورود;al wurud;2448; '25.85182432;44.23632550';; 
1714;المنتزه;al muntazah;2448; '25.84812163;44.22873723';; 
1715;الصفراء;as safra;2448; '25.85230563;44.22208618';; 
1716;البستان;al bustan;2448; '25.84158884;44.24129080';; 
1717;الجديدة;al jadidah;2448; '25.87241676;44.25078889';; 
1718;الخزامي;al khuzami;2448; '25.86386762;44.21648053';; 
1719;الخالدية;al khaldiyah;2448; '25.88470672;44.21444922';; 
1720;الروضة;ar rawdah;2448; '25.89350580;44.21410858';; 
1721;الحزم;al hazm;2448; '25.87588910;44.22814211';; 
1722;الصناعية;as sinaiyah;2448; '25.89078449;44.20250569';; 
1723;قرطبة;qurtubah;2448; '25.88930378;44.19044595';; 
1724;السلام;as salam;2448; '25.86739699;44.22169426';; 
1725;القادسية;al qadisiyah;2448; '25.88815119;44.20786910';; 
1726;القفيفة;al qifayfah;2448; '25.83366758;44.24268611';; 
1727;ام عشيرة;umm ushayrah;2448; '25.84987923;44.25544647';; 
1728;الصالحية;as salhiyah;2448; '25.88397565;44.21748959';; 
1729;صمدة;samdah;1947; '27.35601497;35.69939359';; 
1730;المزارع;al mazari;1947; '27.36235439;35.69021464';; 
1731;المطار;al matar;1947; '27.35472000;35.68986555';; 
1732;البلد;al balad;1947; '27.35240872;35.69889856';; 
1733;المقيطع;al muqayti;1947; '27.35337740;35.72341190';; 
1734;الورود;al wurud;2208; '31.67381985;38.70088498';; 
1735;الفيصلية;al faysaliyah;2208; '31.67674106;38.69037244';; 
1736;سلطانة;sultanah;2208; '31.67238149;38.68246384';; 
1737;الخليج;al khalij;2208; '31.66590951;38.68725640';; 
1738;الصالحية;as salhiyah;2208; '31.66776165;38.67555745';; 
1739;العزيزية;al aziziyah;2208; '31.68633690;38.67022329';; 
1740;الخالدية;al khalidiyyah;2208; '31.68037563;38.66438173';; 
1741;المساعدية;al misadiyah;2208; '31.67528717;38.65936924';; 
1742;العروبة;al urubah;2208; '31.67645145;38.65357168';; 
1743;اليرموك;al yarmuk;2208; '31.67880879;38.67872638';; 
1744;العمال;al ummal;2256; '29.64009475;43.50344369';; 
1745;الخالدية جنوب;al khaldiyah janub;2256; '29.63338117;43.50889352';; 
1746;المدينة;al madinah;2256; '29.63996746;43.51528992';; 
1747;الفيصلية;al faisaliyah;2256; '29.63551463;43.50225619';; 
1748;النموذجية جنوب;an namudhajiyah janub;2256; '29.63088581;43.51242953';; 
1749;النموذجية شمال;an namudhajiyah shamal;2256; '29.63544280;43.51525312';; 
1750;الخالدية شمال;al khaldiyah shamal;2256; '29.63540736;43.51106909';; 
1751;الادارية;al idariyah;2256; '29.63983316;43.52321907';; 
1752;الصناعية;as sinaiyah;2256; '29.63003104;43.54306621';; 
1753;الاسكان التنموي;al iskan at tanmawi;2256; '29.64846834;43.52321760';; 
1754;الملز;al malaz;2256; '29.64763214;43.55231400';; 
1755;المحمدية;al muhammadiyah;2256; '29.63481916;43.53139588';; 
1756;الروضة;ar rawdah;2256; '29.64840653;43.53934147';; 
1757;اليرموك;al yarmuk;2256; '29.62566043;43.55395391';; 
1758;الشمالي;ash shamali;2256; '29.64184637;43.56316471';; 
1760;الجميماء;al jumayma;2256; '29.63379809;43.55860500';; 
1761;المساعدية;al misadiyah;2256; '29.62956940;43.52006172';; 
1762;العزيزية;al aziziyah;2256; '29.62667464;43.52777658';; 
1763;القادسية;al qadisiyah;2256; '29.63974713;43.53176910';; 
1764;الروضة;ar rawdah;2630; '26.14663338;43.66878650';; 
1765;الزهرة;az zahrah;2630; '26.13901014;43.66628104';; 
1766;العزيزية;al aziziyah;2630; '26.14670764;43.66131975';; 
1767;البيضاء;al baida;2630; '26.12537119;43.66220013';; 
1768;ابن خلدون;ibn khaldun;2630; '26.13660253;43.66286894';; 
1769;الهلالية;al halaliyah;2630; '26.13520190;43.68175539';; 
1770;النهضة;an nahdah;2630; '26.14605157;43.67424462';; 
1771;الفهد;al fahd;2630; '26.15894947;43.66637052';; 
1772;البلد القديم;al balad al qadim;2630; '26.14946960;43.67089932';; 
1773;الخالدية;al khaldiyah;2630; '26.15226295;43.66196455';; 
1774;مخطط المحمدية;al muhammadiyah planning;2630; '26.13063637;43.64093003';; 
1775;القادسية;al qadisiyah;2630; '26.13472621;43.62669129';; 
1776;ام ثلعة;umm thalaah;2481; '26.02503077;43.76278507';; 
1777;العبيلة;al ubaylah;2481; '26.01065908;43.74206483';; 
1778;العثمانية;al uthmaniyah;2481; '26.00931121;43.73896514';; 
1779;الوسطى;al wusta;2481; '26.00801370;43.73049347';; 
1780;الشيرمي;ash shayrami;2481; '26.00585200;43.74237126';; 
1781;المستشفى;al mustashfa;2481; '25.99996224;43.73884199';; 
1782;البساتين;al basatin;2481; '25.99787645;43.74947377';; 
1783;الاندلس;al andalus;2481; '25.98804728;43.75671723';; 
1784;النخيل;an nakhil;2481; '25.98307610;43.74951718';; 
1785;الرمة;ar rimmah;2481; '25.99505116;43.73870918';; 
1786;الصناعية;as sinaaiyah;2481; '25.98986166;43.73007312';; 
1787;الاصفر;al asfar;2481; '25.98469251;43.72319229';; 
1788;رامات;ramat;2481; '25.96753146;43.71234045';; 
1789;العليا;al ulayya;2481; '25.96915772;43.70206293';; 
1790;التعليم;at taalim;2481; '25.99855574;43.72586807';; 
1791;الصفا;as safa;233; '26.26170279;36.45747771';; 
1792;البلد;al balad;233; '26.23738813;36.46624000';; 
1793;العزيزية;al aziziah;233; '26.23917824;36.46605459';; 
1794;الخالدية;al khaldiyah;233; '26.25177922;36.46322705';; 
1795;النهضة;an nahdah;233; '26.27072623;36.44645094';; 
1796;النخيل;an nakhil;1361; '20.47839478;45.58260318';; 
1797;الروضة;ar rawdah;1361; '20.48491166;45.59469014';; 
1798;الشفاء;ash shifa;1361; '20.46572744;45.59529520';; 
